step,time_s,ncon,A_heel_n,A_mid_n,A_toe_n,U_heel_n,U_mid_n,U_toe_n,A_total_n,U_total_n,A_heel,A_mid,A_toe,U_heel,U_mid,U_toe,A_contact,U_contact
176,1.76,5,0.0,1.9314227026751318,201.2909374284256,659.5966176125808,231.75536892242343,130.14865492652055,203.22236013110071,1021.5006414615248,0,0,21,68,24,13,1,1
177,1.77,7,0.0,2.0911736570872717,188.80828042040503,734.9520630251651,209.9668937963424,158.2978388098974,190.8994540774923,1103.216795631405,0,0,19,75,22,16,1,1
178,1.78,7,0.0,1.9498317843125168,162.15177325804854,738.5460846487391,212.55060452157528,157.5638523552236,164.10160504236106,1108.660541525538,0,0,17,76,22,16,1,1
179,1.79,8,0.0,1.4509712064213405,121.44792686861457,723.1826073439329,209.83398163781965,153.23453308642766,122.89889807503592,1086.2511220681802,0,0,12,74,21,16,1,1
180,1.8,9,0.0,0.8244080835061437,76.74086285089278,690.7752218180827,190.0922998585994,139.248225777414,77.56527093439892,1020.1157474540962,0,0,8,71,19,14,1,1
181,1.81,9,0.0,0.3868705596321055,41.724001111043826,639.572941214157,175.88255500370383,129.1507333958509,42.110871670675934,944.6062296137118,0,0,4,65,18,13,1,1
182,1.82,9,0.0,0.4916381628264887,63.584222534827376,577.375922510725,158.7135778348868,118.42218907660221,64.07586069765387,854.511689422214,0,0,7,59,16,12,1,1
183,1.83,9,0.0,0.7147394479011338,110.95909849563671,506.478347508951,139.2538320874178,108.48862177994056,111.67383794353785,754.2208013763094,0,0,11,52,14,11,1,1
184,1.84,9,0.0,0.8527748561406621,162.4531015728899,428.8310288769512,117.8598219831511,100.07237224490568,163.30587642903055,646.7632231050079,0,0,17,44,12,10,1,1
185,1.85,9,0.0,0.9522431372652517,217.49381967570724,357.3821250427384,98.25785067106266,92.47309858854507,218.44606281297249,548.1130743023461,0,0,22,37,10,9,1,1
186,1.86,9,0.0,1.0283911098379188,270.7708214844745,296.4896771014945,81.65226153516473,83.88075403056722,271.7992125943124,462.02269266722647,0,0,28,30,8,9,1,1
187,1.87,8,0.0,1.111584232166157,319.69022513602926,247.27059565151194,68.47836930409353,74.54636697638664,320.8018093681954,390.2953319319921,0,0,33,25,7,8,1,1
188,1.8800000000000001,8,0.0,1.2032787449861866,361.7670177116104,208.66081656623072,57.72351157563478,65.96292776812115,362.97029645659654,332.34725590998664,0,0,37,21,6,7,1,1
189,1.8900000000000001,7,0.0,1.2861844352810272,394.48936945283464,175.88783295599103,48.32535066872001,56.061635085209375,395.77555388811567,280.2748187099204,0,0,40,18,5,6,1,1
190,1.9000000000000001,7,0.0,1.3933178753578386,426.3447136131198,183.05431924051706,49.87356425702222,53.44587938164519,427.73803148847765,286.3737628791845,0,0,44,19,5,5,1,1
191,1.9100000000000001,7,0.0,1.5502096666582355,466.67678488910906,202.10262029942936,54.91122318303042,57.06662989432801,468.2269945557673,314.0804733767878,0,0,48,21,6,6,1,1
192,1.92,7,0.0,1.7719127664651946,518.8619675288933,223.97117980248694,65.6450553338004,66.56915197186788,520.6338802953585,356.1853871081552,0,0,53,23,7,7,1,1
193,1.93,6,0.0,2.053981148596323,581.0911381117937,237.74056881621635,65.35542214532026,78.43888126399986,583.1451192603901,381.53487222553645,0,0,60,24,7,8,1,1
194,1.94,5,0.0,2.353818186682309,646.5114435662351,225.5127918340974,61.27571910862202,77.06427671088538,648.8652617529175,363.8527876536048,0,0,66,23,6,8,1,1
195,1.95,2,0.0,2.721516030922706,656.2996909354144,199.17256224438705,53.4288012694989,0.0,659.0212069663371,252.60136351388596,0,0,67,20,5,0,1,1
196,1.96,2,0.0,2.917516262842225,690.8114917899076,126.86036229325737,34.026687753692336,0.0,693.7290080527498,160.8870500469497,0,0,71,13,3,0,1,1
197,1.97,1,0.0,3.0659588860655105,721.6828637032718,0.0,0.0,0.0,724.7488225893372,0.0,0,0,74,0,0,0,1,0
198,1.98,1,0.0,3.188225444778907,759.7624139261844,0.0,0.0,0.0,762.9506393709634,0.0,0,0,78,0,0,0,1,0
199,1.99,1,0.0,3.130229308339852,766.5349071499747,0.0,0.0,0.0,769.6651364583146,0.0,0,0,78,0,0,0,1,0
200,2.0,1,0.0,4.627072003864132,772.4541273939742,0.0,0.0,0.0,777.0811993978383,0.0,0,0,79,0,0,0,1,0
201,2.0100000000000002,1,0.0,4.1329958082762674,728.4514171607073,0.0,0.0,0.0,732.5844129689835,0.0,0,0,75,0,0,0,1,0
202,2.02,1,0.0,3.5328911999111616,663.12191882941,0.0,0.0,0.0,666.6548100293212,0.0,0,0,68,0,0,0,1,0
203,2.0300000000000002,1,0.0,5.4086090124750905,564.521660107054,0.0,0.0,0.0,569.930269119529,0.0,0,1,58,0,0,0,1,0
204,2.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
205,2.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
206,2.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
207,2.07,1,0.0,0.0,0.0,0.0,1.276269193467678,132.14171487596758,0.0,133.41798406943525,0,0,0,0,0,14,0,1
208,2.08,1,0.0,0.0,0.0,0.0,1.2866854633789298,132.89041429730227,0.0,134.1770997606812,0,0,0,0,0,14,0,1
209,2.09,1,0.0,0.0,0.0,0.0,1.1504810045375113,118.44726742176103,0.0,119.59774842629854,0,0,0,0,0,12,0,1
210,2.1,1,0.0,0.0,0.0,0.0,0.9800101994668385,100.6186383396404,0.0,101.59864853910723,0,0,0,0,0,10,0,1
211,2.11,1,0.0,0.0,0.0,0.0,0.8232552453520734,84.24781193666846,0.0,85.07106718202053,0,0,0,0,0,9,0,1
212,2.12,1,0.0,0.0,0.0,0.0,0.6470790601676428,66.01812255767337,0.0,66.665201617841,0,0,0,0,0,7,0,1
213,2.13,1,0.0,0.0,0.0,0.0,0.5163881266278001,52.56245605250316,0.0,53.07884417913096,0,0,0,0,0,5,0,1
214,2.14,2,0.0,0.0,0.0,0.0,2.612536315569681,55.6839337191405,0.0,58.29647003471018,0,0,0,0,0,6,0,1
215,2.15,2,0.0,0.0,0.0,0.0,3.3113530282767134,58.62175299869907,0.0,61.933106026975786,0,0,0,0,0,6,0,1
216,2.16,2,0.0,0.0,0.0,0.0,3.731804192561884,64.40476665587043,0.0,68.13657084843231,0,0,0,0,0,7,0,1
217,2.17,2,0.0,0.0,0.0,0.0,3.181483745807994,71.83516604534168,0.0,75.01664979114967,0,0,0,0,0,7,0,1
218,2.18,2,0.0,0.0,0.0,0.0,2.2117917810591696,74.4041070353436,0.0,76.61589881640278,0,0,0,0,0,8,0,1
219,2.19,2,0.0,0.0,0.0,0.0,0.7822274420242094,70.02759729673335,0.0,70.80982473875756,0,0,0,0,0,7,0,1
220,2.2,4,710.3126085252022,149.59071435119216,0.0,0.0,0.6756131437409489,65.68406324763693,859.9033228763944,66.35967639137787,73,15,0,0,0,7,1,1
221,2.21,4,690.5020737598145,148.10708353700517,0.0,0.0,0.6969443005855016,66.6531634245803,838.6091572968196,67.3501077251658,71,15,0,0,0,7,1,1
222,2.22,4,625.9858629084275,135.38558048040613,0.0,0.0,0.7566044047025888,70.8528710073794,761.3714433888337,71.60947541208199,64,14,0,0,0,7,1,1
223,2.23,4,541.9506219815511,117.32627542464188,0.0,0.0,0.8979618681919932,81.85742649513236,659.2768974061929,82.75538836332436,55,12,0,0,0,8,1,1
224,2.24,4,456.43952067733005,98.44362602822865,0.0,0.0,1.11694742571334,98.25451434566378,554.8831467055587,99.37146177137711,47,10,0,0,0,10,1,1
225,2.25,2,489.50028155027076,129.85715416351036,0.0,0.0,0.7130122960400188,113.85504699616236,619.3574357137811,114.56805929220238,50,13,0,0,0,12,1,1
226,2.2600000000000002,2,427.6542845959842,113.13340219821988,0.0,0.0,0.8727147275761811,129.93133985223324,540.7876867942041,130.80405457980942,44,12,0,0,0,13,1,1
227,2.27,3,593.9173274063138,226.50336721911646,169.65147083044909,0.0,1.0605329446610228,143.80349740794486,990.0721654558794,144.86403035260588,61,23,17,0,0,15,1,1
228,2.2800000000000002,3,494.67672037581895,185.93323659018517,134.914048673364,0.0,1.3299946135133858,159.52884146017794,815.5240056393682,160.85883607369132,51,19,14,0,0,16,1,1
229,2.29,3,400.47814334741366,146.16789700170312,99.13109212993969,0.0,1.1924709124584854,184.9464630816863,645.7771324790565,186.13893399414476,41,15,10,0,0,19,1,1
230,2.3000000000000003,3,338.4040636208324,123.31071264136915,83.72228298542737,0.0,1.7585011365067418,225.63566042049004,545.4370592476289,227.39416155699678,35,13,9,0,0,23,1,1
231,2.31,3,302.84687608647295,115.04496060996664,86.62409422602039,0.0,2.601904899683632,275.80607079538015,504.5159309224599,278.4079756950638,31,12,9,0,0,28,1,1
232,2.32,7,289.94170033565524,105.77622777601047,107.26391802210567,0.0,3.7543895903650815,357.9123382198808,502.9818461337714,361.66672781024585,30,11,11,0,0,37,1,1
233,2.33,7,273.9754912960099,96.35961589587988,122.14382489246478,0.0,4.677474909902013,398.8376259307395,492.4789320843546,403.5151008406415,28,10,13,0,0,41,1,1
234,2.34,8,263.49352899465754,93.7903063924347,127.90523678444833,0.0,4.898305878182134,404.03425816969764,485.1890721715406,408.9325640478798,27,10,13,0,1,41,1,1
235,2.35,8,251.3910936745297,89.09942401467438,125.30282091451801,0.0,3.9764243938540598,357.2467908493537,465.79333860372213,361.2232152432078,26,9,13,0,0,37,1,1
236,2.36,8,234.8904054123344,82.04160125983203,116.33676736559843,0.0,3.1532385315535905,319.50355200724516,433.26877403776484,322.65679053879876,24,8,12,0,0,33,1,1
237,2.37,8,208.6802033967425,71.70406792060807,101.80978467933579,0.0,2.451403099822461,291.5487358487387,382.19405599668636,294.0001389485612,21,7,10,0,0,30,1,1
238,2.38,8,165.7888875142717,58.05879294275305,87.26302717155453,0.0,2.022632390198375,287.1968568718945,311.1107076285793,289.2194892620929,17,6,9,0,0,29,1,1
239,2.39,7,136.46806787677275,47.349123986490405,84.12389658648252,0.0,1.8000972378791344,319.0411211309495,267.9410884497457,320.8412183688286,14,5,9,0,0,33,1,1
240,2.4,7,134.6259956448004,45.118998813700046,86.8035383224919,0.0,1.6701157708586778,364.7831393839447,266.54853278099233,366.45325515480334,14,5,9,0,0,37,1,1
241,2.41,7,128.95801012834715,42.35098061024328,87.0374449453652,0.0,1.530503250536102,401.5700387873396,258.34643568395563,403.10054203787575,13,4,9,0,0,41,1,1
242,2.42,7,117.75619498258656,39.444937320539324,83.55912707809702,0.0,1.418611972841872,427.72619302326814,240.7602593812229,429.14480499611,12,4,9,0,0,44,1,1
243,2.43,5,107.57223336114117,36.017094945652545,78.28244656304744,0.0,1.2932931208565501,432.5061431129793,221.87177486984118,433.7994362338359,11,4,8,0,0,44,1,1
244,2.44,5,99.24390147905207,37.634202312002365,66.51218706658587,0.0,1.300001515298552,456.12405287852624,203.3902908576403,457.4240543938248,10,4,7,0,0,47,1,1
245,2.45,2,98.79285501161326,26.50864804965116,0.0,0.0,1.3819431911711941,492.90874438248915,125.30150306126441,494.29068757366036,10,3,0,0,0,50,1,1
246,2.46,2,116.23899562411926,31.18123854005165,0.0,0.0,1.5524495697568546,549.3351694020892,147.4202341641709,550.887618971846,12,3,0,0,0,56,1,1
247,2.47,2,131.9240314032516,35.38204861330154,0.0,0.0,1.7690877383577526,611.7007631609072,167.30608001655315,613.4698508992649,14,4,0,0,0,63,1,1
248,2.48,1,0.0,0.0,0.0,0.0,1.9644042191477102,657.0984191663431,0.0,659.0628233854908,0,0,0,0,0,67,0,1
249,2.49,3,0.0,0.0,0.0,0.0,2.3077779425088494,717.0459146324682,0.0,719.3536925749771,0,0,0,0,0,73,0,1
250,2.5,3,0.0,0.0,0.0,0.0,2.4262027454271564,721.4204529327702,0.0,723.8466556781974,0,0,0,0,0,74,0,1
251,2.5100000000000002,1,0.0,0.0,0.0,0.0,2.583009494713113,669.3051005077531,0.0,671.8881100024662,0,0,0,0,0,69,0,1
252,2.52,1,0.0,0.0,0.0,0.0,2.6411167100081654,674.5457758227944,0.0,677.1868925328026,0,0,0,0,0,69,0,1
253,2.5300000000000002,1,0.0,0.0,0.0,0.0,2.694264076411537,691.2304033878673,0.0,693.9246674642789,0,0,0,0,0,71,0,1
254,2.54,1,0.0,0.0,0.0,0.0,2.6040090625220143,681.1417929515626,0.0,683.7458020140846,0,0,0,0,0,70,0,1
255,2.5500000000000003,1,0.0,0.0,0.0,0.0,2.3848062405902035,645.3605420914149,0.0,647.7453483320052,0,0,0,0,0,66,0,1
256,2.56,1,0.0,0.0,0.0,0.0,2.1080449755537627,592.820183756265,0.0,594.9282287318188,0,0,0,0,0,61,0,1
257,2.57,1,0.0,0.0,0.0,0.0,2.9595019015720223,562.1685782155449,0.0,565.128080117117,0,0,0,0,0,58,0,1
258,2.58,1,0.0,0.0,0.0,0.0,2.512988103829066,497.3233863415427,0.0,499.83637444537175,0,0,0,0,0,51,0,1
259,2.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
260,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
261,2.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
262,2.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
263,2.63,1,0.0,0.5554011028295304,55.41517084624075,0.0,0.0,0.0,55.970571949070276,0.0,0,0,6,0,0,0,1,0
264,2.64,1,0.0,0.5497415575700532,54.71375410184018,0.0,0.0,0.0,55.26349565941023,0.0,0,0,6,0,0,0,1,0
265,2.65,2,0.0,1.0954218080951206,53.11304687566436,0.0,0.0,0.0,54.20846868375948,0.0,0,0,5,0,0,0,1,0
266,2.66,2,0.0,0.9595374951559906,47.21073941037656,0.0,0.0,0.0,48.17027690553255,0.0,0,0,5,0,0,0,1,0
267,2.67,2,0.0,0.6771996634681587,40.16518675804101,0.0,0.0,0.0,40.84238642150917,0.0,0,0,4,0,0,0,1,0
268,2.68,2,0.0,0.5147149427971475,36.49387145882185,0.0,0.0,0.0,37.008586401619,0.0,0,0,4,0,0,0,1,0
269,2.69,1,0.0,0.49027526218616047,50.15888367354913,0.0,0.0,0.0,50.64915893573529,0.0,0,0,5,0,0,0,1,0
270,2.7,1,0.0,0.6222197348380022,63.45851966764903,0.0,0.0,0.0,64.08073940248703,0.0,0,0,6,0,0,0,1,0
271,2.71,1,0.0,0.7334317815835077,74.48302797273188,0.0,0.0,0.0,75.21645975431538,0.0,0,0,8,0,0,0,1,0
272,2.72,1,0.0,0.8374869846145728,84.59851253963795,0.0,0.0,0.0,85.43599952425252,0.0,0,0,9,0,0,0,1,0
273,2.73,1,0.0,0.9251537121268987,92.87154256937842,0.0,0.0,0.0,93.79669628150532,0.0,0,0,10,0,0,0,1,0
274,2.74,2,0.0,1.8338322382313148,100.83185133226411,0.0,0.0,0.0,102.66568357049542,0.0,0,0,10,0,0,0,1,0
275,2.75,2,0.0,1.7857083490486567,105.90359927650391,0.0,0.0,0.0,107.68930762555257,0.0,0,0,11,0,0,0,1,0
276,2.7600000000000002,2,0.0,1.1597497437715518,108.77452830401612,0.0,0.0,0.0,109.93427804778767,0.0,0,0,11,0,0,0,1,0
277,2.77,2,0.0,1.169278843065425,112.68553094442784,0.0,0.0,0.0,113.85480978749327,0.0,0,0,12,0,0,0,1,0
278,2.7800000000000002,2,0.0,1.2715576757152447,120.6385709904385,0.0,0.0,0.0,121.91012866615374,0.0,0,0,12,0,0,0,1,0
279,2.79,4,0.0,1.459116342602494,135.59367023415334,410.2489551970449,86.6826613801844,0.0,137.05278657675584,496.9316165772293,0,0,14,42,9,0,1,1
280,2.8000000000000003,4,0.0,1.7120439858066026,155.03618181342924,361.26273957186703,76.98590583267837,0.0,156.74822579923585,438.2486454045454,0,0,16,37,8,0,1,1
281,2.81,2,0.0,1.0059511829381618,167.74025865209296,311.7877115807492,66.62816658320693,0.0,168.74620983503112,378.4158781639561,0,0,17,32,7,0,1,1
282,2.82,2,0.0,1.173294285408193,186.25251797381952,278.55638797506253,59.50588742398769,0.0,187.4258122592277,338.06227539905024,0,0,19,29,6,0,1,1
283,2.83,2,0.0,1.317019304358657,196.45288966814462,269.11119871829203,57.39259748264902,0.0,197.7699089725033,326.50379620094105,0,0,20,28,6,0,1,1
284,2.84,2,0.0,1.423824209727115,195.90362227507572,367.68882794484466,99.85043368498364,0.0,197.32744648480283,467.5392616298283,0,0,20,38,10,0,1,1
285,2.85,2,0.0,1.5508118596877374,192.90047692507406,390.10803441719025,105.80007365412197,0.0,194.4512887847618,495.9081080713122,0,0,20,40,11,0,1,1
286,2.86,3,0.0,1.2045915589614553,200.69955749564133,403.0059518063674,109.22277235291497,0.0,201.90414905460278,512.2287241592824,0,0,21,41,11,0,1,1
287,2.87,4,0.0,1.5683277802227544,221.4198857200602,627.7477955616056,236.90402936311057,162.90487451081833,222.98821350028294,1027.5566994355345,0,0,23,64,24,17,1,1
288,2.88,5,0.0,1.9776315619627094,233.21172042113298,656.5354565391167,211.51990390331707,175.47101741820393,235.1893519830957,1043.5263778606377,0,0,24,67,22,18,1,1
289,2.89,7,0.0,2.4341209094504785,239.33133295548268,668.2445422337129,195.81806352472307,160.9673036797904,241.76545386493316,1025.0299094382262,0,0,25,68,20,16,1,1
290,2.9,7,0.0,2.3357424396311774,209.87490790118446,686.2920515191155,194.57841355789355,150.2815626506316,212.21065034081565,1031.1520277276406,0,0,21,70,20,15,1,1
291,2.91,7,0.0,1.8221674980786355,150.73728775471915,703.6535706119869,199.9186235343987,142.8372786994334,152.5594552527978,1046.409472845819,0,0,15,72,20,15,1,1
292,2.92,8,0.0,0.9719753795092431,80.56052406444266,707.2958926826132,203.50169398953443,135.74194967337633,81.5324994439519,1046.539536345524,0,0,8,72,21,14,1,1
293,2.93,8,0.0,0.3103132898378929,28.316762000716167,684.030569188507,199.35619857345435,127.5180259273582,28.62707529055406,1010.9047936893195,0,0,3,70,20,13,1,1
294,2.94,8,0.0,0.06189209543492842,6.560080458133716,629.9226008858469,193.90591423332805,126.11737836314012,6.621972553568645,949.9458934823151,0,0,1,65,20,13,0,1
295,2.95,9,0.0,0.32309605803875796,40.92698757221563,579.6894087692606,161.30775299674087,119.82132351994377,41.25008363025439,860.8184852859453,0,0,4,59,17,12,1,1
296,2.96,9,0.0,0.5040964225681852,78.10014977245041,510.4726501641048,142.30986766962545,112.95263559405035,78.60424619501859,765.7351534277806,0,0,8,52,15,12,1,1
297,2.97,9,0.0,0.6017126721981696,115.3718866185246,434.8926942768211,121.09485527347196,100.08507753495536,115.97359929072277,656.0726270852483,0,0,12,45,12,10,1,1
298,2.98,9,0.0,0.7124143154773667,165.86837303804634,358.3200031245403,99.35204930574211,86.06042667118903,166.5807873535237,543.7324791014714,0,0,17,37,10,9,1,1
299,2.99,8,0.0,0.8101068087994894,222.50071743765102,289.2937520168738,80.22575291349611,78.98093111917441,223.31082424645052,448.5004360495443,0,0,23,30,8,8,1,1
300,3.0,8,0.0,0.9132975900378575,280.77653474704107,227.56589402745757,63.155774061115025,71.4037557154913,281.68983233707894,362.12542380406387,0,0,29,23,6,7,1,1
301,3.0100000000000002,5,0.0,0.9456828145329796,317.8227115635859,203.48176611956032,56.346667923507724,65.74401900493419,318.7683943781189,325.5724530480022,0,0,33,21,6,7,1,1
302,3.02,5,0.0,1.0415014264412585,356.76243841963503,214.23006963303516,64.80252028992359,63.319272906263556,357.8039398460763,342.35186282922234,0,0,37,22,7,6,1,1
303,3.0300000000000002,5,0.0,1.1633815799672302,394.499801646099,224.7181780647251,68.460212113301,61.5525825506418,395.6631832260662,354.7309727286679,0,0,40,23,7,6,1,1
304,3.04,6,0.0,1.409316653498164,454.4027612959515,223.7367255838233,61.29862210489111,62.6416517112677,455.81207794944964,347.6769993999821,0,0,47,23,6,6,1,1
305,3.0500000000000003,5,0.0,1.6606407312668177,511.72331044840746,212.38592230725175,57.53906659494075,54.71190553766341,513.3839511796742,324.6368944398559,0,0,52,22,6,6,1,1
306,3.06,4,0.0,1.9144571656848988,568.0135412393807,200.08023359280966,53.674059602329834,0.0,569.9279984050656,253.7542931951395,0,0,58,20,5,0,1,1
307,3.0700000000000003,4,0.0,2.180888563641979,625.295819814035,165.0009858714239,44.254485184917776,0.0,627.4767083776769,209.25547105634166,0,0,64,17,5,0,1,1
308,3.08,3,0.0,2.4594979131994394,684.8131743056193,0.0,0.0,0.0,687.2726722188188,0.0,0,0,70,0,0,0,1,0
309,3.09,1,0.0,2.7385063143534527,679.2384194862393,0.0,0.0,0.0,681.9769258005928,0.0,0,0,70,0,0,0,1,0
310,3.1,1,0.0,2.8929756910275137,711.6942568261878,0.0,0.0,0.0,714.5872325172153,0.0,0,0,73,0,0,0,1,0
311,3.11,1,0.0,3.1098311822161904,764.6908629662862,0.0,0.0,0.0,767.8006941485024,0.0,0,0,78,0,0,0,1,0
312,3.12,1,0.0,3.1639375213676892,788.946344347084,0.0,0.0,0.0,792.1102818684517,0.0,0,0,81,0,0,0,1,0
313,3.13,1,0.0,3.014267985131536,777.8756078585305,0.0,0.0,0.0,780.889875843662,0.0,0,0,80,0,0,0,1,0
314,3.14,1,0.0,4.397620360553502,771.7771567295302,0.0,0.0,0.0,776.1747770900837,0.0,0,0,79,0,0,0,1,0
315,3.15,1,0.0,3.83112863102172,709.7601146116325,0.0,0.0,0.0,713.5912432426542,0.0,0,0,73,0,0,0,1,0
316,3.16,1,0.0,3.2211666733132307,630.4345732306612,0.0,0.0,0.0,633.6557399039743,0.0,0,0,65,0,0,0,1,0
317,3.17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
318,3.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
319,3.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
320,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
321,3.21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
322,3.22,2,0.0,0.0,0.0,281.4995105769829,76.90424544051976,144.47682703421154,0.0,502.8805830517142,0,0,0,29,8,15,0,1
323,3.23,2,0.0,0.0,0.0,275.1777077950391,75.12817164333282,135.15567109319014,0.0,485.461550531562,0,0,0,28,8,14,0,1
324,3.24,2,0.0,0.0,0.0,240.4771180864714,65.61898821366836,113.53370485812937,0.0,419.62981115826915,0,0,0,25,7,12,0,1
325,3.25,2,0.0,0.0,0.0,168.51472361597,46.06625611459416,87.75723811565018,0.0,302.3382178462143,0,0,0,17,5,9,0,1
326,3.2600000000000002,2,0.0,0.0,0.0,112.60229194059326,30.875359619798015,67.96272936934287,0.0,211.44038092973415,0,0,0,12,3,7,0,1
327,3.27,2,0.0,0.0,0.0,95.21922248069804,26.14496518043489,60.897711702642816,0.0,182.26189936377574,0,0,0,10,3,6,0,1
328,3.2800000000000002,2,0.0,0.0,0.0,82.31132808561793,22.69417700001401,61.848485315385894,0.0,166.85399040101782,0,0,0,8,2,6,0,1
329,3.29,2,0.0,0.0,0.0,0.0,2.660137505840948,57.51357226586105,0.0,60.173709771702,0,0,0,0,0,6,0,1
330,3.3000000000000003,2,0.0,0.0,0.0,0.0,3.455822460021964,62.54823689876638,0.0,66.00405935878835,0,0,0,0,0,6,0,1
331,3.31,2,0.0,0.0,0.0,0.0,3.004575223162097,62.790422737941384,0.0,65.79499796110348,0,0,0,0,0,6,0,1
332,3.3200000000000003,2,0.0,0.0,0.0,0.0,0.8624430070188612,60.517414841454375,0.0,61.379857848473236,0,0,0,0,0,6,0,1
333,3.33,2,0.0,0.0,0.0,0.0,0.6000326154975122,59.53287200409842,0.0,60.132904619595934,0,0,0,0,0,6,0,1
334,3.34,4,706.8335343795026,149.73082821359614,0.0,0.0,0.608144943234916,59.49445049662209,856.5643625930987,60.10259543985701,72,15,0,0,0,6,1,1
335,3.35,4,681.7816582230362,146.80590801401027,0.0,0.0,0.6801032728609948,65.30877165883052,828.5875662370464,65.98887493169151,70,15,0,0,0,7,1,1
336,3.36,4,614.8485882137675,133.26917570180262,0.0,0.0,0.761224780591952,71.3088370522325,748.1177639155701,72.07006183282445,63,14,0,0,0,7,1,1
337,3.37,4,536.0049364547821,116.15985157944033,0.0,0.0,0.834788625886813,75.74532189390665,652.1647880342224,76.58011051979346,55,12,0,0,0,8,1,1
338,3.38,2,467.3116565511645,100.95734441985081,0.0,0.0,0.4924792234198594,81.89706042452639,568.2690009710153,82.38953964794625,48,10,0,0,0,8,1,1
339,3.39,2,412.7665257372382,88.84556315734636,0.0,0.0,0.6354845705272217,99.6226494558453,501.6120888945846,100.25813402637253,42,9,0,0,0,10,1,1
340,3.4,2,453.5175465694556,120.23734991646708,0.0,0.0,0.8336403261886162,120.96659492485068,573.7548964859227,121.8002352510393,46,12,0,0,0,12,1,1
341,3.41,2,409.84785238261514,108.42680218175256,0.0,0.0,1.0799447055409808,140.9640635412637,518.2746545643677,142.04400824680468,42,11,0,0,0,14,1,1
342,3.42,2,381.34459603059366,104.02879612565924,0.0,0.0,0.892223498070484,155.79809786814093,485.3733921562529,156.6903213662114,39,11,0,0,0,16,1,1
343,3.43,3,444.983462998826,158.1240415671091,89.98149390999279,0.0,1.2517930576490086,183.88260584640415,693.0889984759278,185.13439890405314,46,16,9,0,0,19,1,1
344,3.44,3,414.1226939365885,147.22866736062474,84.34864105332024,0.0,1.8556821507172967,223.21385910334203,645.7000023505335,225.06954125405932,42,15,9,0,0,23,1,1
345,3.45,5,397.0293707995972,144.34160503440407,88.9791105531422,0.0,2.7835012377231756,292.36602777608675,630.3500863871434,295.1495290138099,41,15,9,0,0,30,1,1
346,3.46,6,374.9994594688065,128.7556906488938,102.4098081018509,0.0,3.930045832586776,351.00375477427957,606.1649582195512,354.9338006068663,38,13,10,0,0,36,1,1
347,3.47,7,345.3211420026152,113.95898554330007,114.57799028130637,0.0,4.980915588750372,400.0661276393714,573.8581178272216,405.04704322812177,35,12,12,0,1,41,1,1
348,3.48,8,314.1445323028018,104.91485080857814,119.69290587859157,0.0,5.436545740491205,422.67287922016476,538.7522889899715,428.109424960656,32,11,12,0,1,43,1,1
349,3.49,8,286.36097911321184,96.3176456588882,117.1736697348156,0.0,4.5473933452992465,391.37339929141774,499.85229450691565,395.920792636717,29,10,12,0,0,40,1,1
350,3.5,8,256.69436959280307,85.93803107513592,107.26009537204482,0.0,3.8790055651921658,371.39124353199594,449.8924960399838,375.2702490971881,26,9,11,0,0,38,1,1
351,3.5100000000000002,8,230.4465435431158,78.04086599264882,97.872900335067,0.0,3.052475315198943,346.9236695743489,406.36030987083166,349.9761448895478,24,8,10,0,0,36,1,1
352,3.52,8,200.40020598821158,66.52388702359093,90.67946218057656,0.0,2.459284254989537,337.6604589610069,357.6035551923791,340.11974321599644,21,7,9,0,0,35,1,1
353,3.5300000000000002,8,147.9905239450215,49.39278284368091,80.51211677331935,0.0,2.1667594860873196,357.41392292157786,277.89542356202173,359.58068240766517,15,5,8,0,0,37,1,1
354,3.54,7,144.7053167961119,47.73486809375019,83.62937897918859,0.0,1.9986421766048867,400.8345059025502,276.0695638690507,402.8331480791551,15,5,9,0,0,41,1,1
355,3.5500000000000003,7,156.54608097952647,50.85618547053162,90.4693731220888,0.0,1.9115836458497917,453.45715218179834,297.8716395721469,455.36873582764815,16,5,9,0,0,46,1,1
