step,time_s,ncon,A_heel_n,A_mid_n,A_toe_n,U_heel_n,U_mid_n,U_toe_n,A_total_n,U_total_n,A_heel,A_mid,A_toe,U_heel,U_mid,U_toe,A_contact,U_contact
170,1.7,8,445.8255966315583,139.41824445609836,117.48372798830832,0.0,2.7395166359040335,293.1204085172638,702.727569075965,295.8599251531678,1024,1024,1024,0,28,1024,1,1
171,1.71,9,437.30918990514687,138.06395377096726,132.3416075101827,0.0,3.9317484461674534,351.0957762622844,707.7147511862968,355.02752470845184,1024,1024,1024,0,40,1024,1,1
172,1.72,9,420.7633049972519,135.20469682952827,143.46374105664407,0.0,4.893925813597911,388.9895788939075,699.4317428834242,393.8835047075054,1024,1024,1024,0,50,1024,1,1
173,1.73,9,394.2207941525837,125.45529298080339,134.2631528909874,0.0,5.254797222365745,401.8145733552278,653.9392400243745,407.0693705775936,1024,1024,1024,0,54,1024,1,1
174,1.74,9,350.51461970670664,103.32762464075263,133.27220103046318,0.0,4.862098476258893,396.7445706060305,587.1144453779225,401.6066690822894,1024,1024,1024,0,50,1024,1,1
175,1.75,9,295.33758614418036,84.03711273796532,120.10370205607488,0.0,3.850562645811813,366.28919701169633,499.4784009382206,370.13975965750814,1024,861,1024,0,39,1024,1,1
176,1.76,9,243.95623219689517,68.76620931326748,105.13251527960833,0.0,3.3228857229539472,366.66053619206997,417.854956789771,369.98342191502394,1024,704,1024,0,34,1024,1,1
177,1.77,9,195.90568521976888,54.50671661528725,90.90997795904846,0.0,2.6906057990485333,368.61237708007104,341.32237979410456,371.30298287911955,1024,558,931,0,28,1024,1,1
178,1.78,9,147.5358876580501,40.53232600300061,77.27089237904187,0.0,2.265783743075748,383.8688149889299,265.3391060400926,386.13459873200566,1024,415,791,0,23,1024,1,1
179,1.79,9,137.03001760283894,37.65977633627118,75.26987690548425,0.0,2.0024782706488473,412.9133537600088,249.95967084459437,414.91583203065767,1024,386,771,0,21,1024,1,1
180,1.8,8,142.93644871423285,39.38146228302409,81.2486861341401,0.0,1.860314197995228,454.8665726243677,263.56659713139703,456.7268868223629,1024,403,832,0,19,1024,1,1
181,1.81,7,153.37628665234402,42.45439220423226,89.01651003174207,0.0,1.817641435093371,506.0483111343308,284.8471888883184,507.86595256942417,1024,435,912,0,19,1024,1,1
182,1.82,7,162.70283169496707,45.098100101493934,93.5980420325273,0.0,1.8577885593695997,560.5075041842892,301.39897382898835,562.3652927436589,1024,462,958,0,19,1024,1,1
183,1.83,7,163.5339135683529,51.47328258360875,95.41829138971313,0.0,1.9246144794952353,605.4695993754812,310.4254875416748,607.3942138549764,1024,527,977,0,20,1024,1,1
184,1.84,6,161.2820139007283,48.68509943175292,92.64701092478163,0.0,1.9811295791655839,633.2677019738655,302.6141242572628,635.2488315530311,1024,499,949,0,20,1024,1,1
185,1.85,7,150.48912366866625,42.3126904908955,91.742921174967,0.0,2.166225508631234,673.043854039051,284.54473533452875,675.2100795476822,1024,433,939,0,22,1024,1,1
186,1.86,6,140.99539396893027,39.52515824809323,88.25748940375081,0.0,2.3359237124384378,704.3659336216234,268.7780416207743,706.7018573340619,1024,405,904,0,24,1024,1,1
187,1.87,6,140.4362026486899,39.17140174031636,88.68595828502991,0.0,2.5502731840520196,744.4098036692318,268.2935626740362,746.9600768532838,1024,401,908,0,26,1024,1,1
188,1.8800000000000001,5,142.50285838319397,39.09426192798895,86.19971860048912,0.0,2.757444285724366,781.0686324225499,267.796838911672,783.8260767082742,1024,400,883,0,28,1024,1,1
189,1.8900000000000001,4,0.0,0.6078289020014642,60.66954440088736,0.0,2.882847919651283,798.5464046085934,61.277373302888826,801.4292525282447,0,6,621,0,30,1024,1,1
190,1.9000000000000001,1,0.0,0.0,0.0,0.0,2.8833235704340394,722.3725714176578,0.0,725.2558949880919,0,0,0,0,30,1024,0,1
191,1.9100000000000001,1,0.0,0.0,0.0,0.0,2.826957637458903,722.526514254469,0.0,725.3534718919279,0,0,0,0,29,1024,0,1
192,1.92,1,0.0,0.0,0.0,0.0,2.6564146907589508,704.2465547268779,0.0,706.9029694176369,0,0,0,0,27,1024,0,1
193,1.93,1,0.0,0.0,0.0,0.0,2.3801714897048005,663.7383295033425,0.0,666.1185009930473,0,0,0,0,24,1024,0,1
194,1.94,1,0.0,0.0,0.0,0.0,3.3400181555730937,637.8729237469419,0.0,641.212941902515,0,0,0,0,34,1024,0,1
195,1.95,1,0.0,0.0,0.0,0.0,2.933506211805255,583.3427114493493,0.0,586.2762176611545,0,0,0,0,30,1024,0,1
196,1.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
197,1.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
198,1.98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
199,1.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
200,2.0,1,0.0,0.4297240218780166,44.56471163286122,0.0,0.0,0.0,44.994435654739235,0.0,0,4,456,0,0,0,1,0
201,2.0100000000000002,1,0.0,0.4647243249773298,48.091920284842004,0.0,0.0,0.0,48.55664460981934,0.0,0,5,492,0,0,0,1,0
202,2.02,1,0.0,0.4641842361036733,47.91940513507616,0.0,0.0,0.0,48.38358937117984,0.0,0,5,491,0,0,0,1,0
203,2.0300000000000002,1,0.0,0.43720653344490523,45.024348916632825,0.0,0.0,0.0,45.46155545007773,0.0,0,4,461,0,0,0,1,0
204,2.04,1,0.0,0.3931138372298383,40.390368722436,0.0,0.0,0.0,40.78348255966584,0.0,0,4,414,0,0,0,1,0
205,2.05,1,0.0,0.34058053233476787,34.920257060720814,0.0,0.0,0.0,35.260837593055584,0.0,0,3,358,0,0,0,1,0
206,2.06,1,0.0,0.3073580581923708,31.462941831354946,0.0,0.0,0.0,31.770299889547317,0.0,0,3,322,0,0,0,1,0
207,2.07,1,0.0,0.4233773720657082,43.24743841202391,0.0,0.0,0.0,43.67081578408962,0.0,0,4,443,0,0,0,1,0
208,2.08,1,0.0,0.5287661969130901,53.89147029175761,0.0,0.0,0.0,54.420236488670696,0.0,0,5,552,0,0,0,1,0
209,2.09,1,0.0,0.6188207865990494,62.888884291375064,0.0,0.0,0.0,63.507705077974116,0.0,0,6,644,0,0,0,1,0
210,2.1,1,0.0,0.6992731258174881,70.795333487806,0.0,0.0,0.0,71.49460661362349,0.0,0,7,725,0,0,0,1,0
211,2.11,1,0.0,0.7724637225888072,77.85652186067809,0.0,0.0,0.0,78.6289855832669,0.0,0,8,797,0,0,0,1,0
212,2.12,1,0.0,0.8549136214047142,85.70183603104266,0.0,0.0,0.0,86.55674965244738,0.0,0,9,878,0,0,0,1,0
213,2.13,2,0.0,1.6692502316871154,95.00785400853805,0.0,0.0,0.0,96.67710424022516,0.0,0,17,973,0,0,0,1,0
214,2.14,2,0.0,2.662315670320784,104.42950531802254,0.0,0.0,0.0,107.09182098834331,0.0,0,27,1024,0,0,0,1,0
215,2.15,2,0.0,3.163759643589536,114.74587093227382,0.0,0.0,0.0,117.90963057586336,0.0,0,32,1024,0,0,0,1,0
216,2.16,2,0.0,3.534764534657313,125.44780730853897,0.0,0.0,0.0,128.9825718431963,0.0,0,36,1024,0,0,0,1,0
217,2.17,4,0.0,3.775623628986492,138.43928736872323,425.9833997062623,89.3505470783669,0.0,142.21491099770972,515.3339467846292,0,39,1024,1024,915,0,1,1
218,2.18,4,0.0,3.9900172747600786,155.4610849344167,394.8363996359077,84.06902051139575,0.0,159.45110220917678,478.90542014730346,0,41,1024,1024,861,0,1,1
219,2.19,4,0.0,4.302126994751276,174.29054350141632,344.0387119829958,73.77806070924817,0.0,178.5926704961676,417.81677269224394,0,44,1024,1024,755,0,1,1
220,2.2,4,0.0,4.210353423229673,191.50917918225576,295.0193516005009,63.39429898173906,0.0,195.71953260548543,358.41365058223994,0,43,1024,1024,649,0,1,1
221,2.21,2,0.0,1.168581339823774,190.69814702003214,268.0188278409664,57.587900411018865,0.0,191.86672835985593,325.60672825198526,0,12,1024,1024,590,0,1,1
222,2.22,2,0.0,1.2256200548632383,190.61359355964498,267.13265902072493,57.32069076815793,0.0,191.83921361450822,324.45334978888286,0,13,1024,1024,587,0,1,1
223,2.23,2,0.0,1.2398271847862727,181.12770179174186,291.3386605707175,62.41664098199519,0.0,182.36752897652812,353.7553015527127,0,13,1024,1024,639,0,1,1
224,2.24,2,0.0,1.288758990926019,173.31380228595557,390.21963926494107,106.46275598705776,0.0,174.6025612768816,496.68239525199886,0,13,1024,1024,1024,0,1,1
225,2.25,2,0.0,1.4123762537723126,170.4715248153248,396.46694447004694,108.00513610122007,0.0,171.88390106909713,504.47208057126704,0,14,1024,1024,1024,0,1,1
226,2.2600000000000002,2,0.0,1.026751009281073,165.32759318373917,408.14445637366737,111.04686916061574,0.0,166.35434419302024,519.1913255342831,0,11,1024,1024,1024,0,1,1
227,2.27,2,0.0,1.2191110199020796,165.45006106838886,432.31240566465493,117.52679614026532,0.0,166.66917208829094,549.8392018049202,0,12,1024,1024,1024,0,1,1
228,2.2800000000000002,2,0.0,1.394475511163641,158.3562548251584,465.62851406810876,126.49692163722065,0.0,159.75073033632205,592.1254357053294,0,14,1024,1024,1024,0,1,1
229,2.29,4,0.0,1.388870730703033,144.3148982355708,498.24030696100044,135.25953782274175,0.0,145.70376896627386,633.4998447837422,0,14,1024,1024,1024,0,1,1
230,2.3000000000000003,5,0.0,1.1295786977777016,106.42353616099021,628.6291339703953,207.71059254077707,90.72385675636494,107.55311485876791,927.0635832675373,0,12,1024,1024,1024,929,1,1
231,2.31,5,0.0,0.7409616502448948,67.36698401496868,625.8200315120795,206.47058208965126,89.91403639727578,68.10794566521358,922.2046499990065,0,8,690,1024,1024,921,1,1
232,2.32,7,0.0,0.39539065064250184,38.35228706269088,627.9975642183713,184.42788921982168,104.41269530987944,38.74767771333338,916.8381487480724,0,4,393,1024,1024,1024,1,1
233,2.33,7,0.0,0.2480315569947483,26.857568695435347,587.8503103626814,171.56703991268046,103.06768887226826,27.105600252430097,862.4850391476301,0,3,275,1024,1024,1024,1,1
234,2.34,7,0.0,0.33754634583934395,43.76025213585817,537.6269500337747,158.68400314101294,101.66561923030348,44.09779848169751,797.9765724050911,0,3,448,1024,1024,1024,1,1
235,2.35,7,0.0,0.4584721439236905,73.75436601741954,476.70041009415104,140.89148862434828,96.66326021906518,74.21283816134323,714.2551589375645,0,5,755,1024,1024,990,1,1
236,2.36,7,0.0,0.555787088269846,109.33875612478772,412.9481016734729,121.55864855270595,88.3503973624492,109.89454321305757,622.8571475886281,0,6,1024,1024,1024,905,1,1
237,2.37,7,0.0,0.5809401678882656,140.2552417472061,351.2199585658622,102.37148376421122,79.06210133682403,140.83618191509436,532.6535436668975,0,6,1024,1024,1024,810,1,1
238,2.38,7,0.0,0.6432078542711999,184.79076890727288,292.56321573461196,84.23168138910876,68.34556141327741,185.43397676154407,445.14045853699815,0,7,1024,1024,863,700,1,1
239,2.39,5,0.0,0.6762423166809302,222.6568960353874,236.7044865564482,67.03453673930116,56.59073618896588,223.33313835206835,360.3297594847152,0,7,1024,1024,686,579,1,1
240,2.4,5,0.0,0.7431276031521595,262.5123688340069,176.14230914267722,52.3541224274289,40.224005559277344,263.2554964371591,268.72043712938347,0,8,1024,1024,536,412,1,1
241,2.41,2,0.0,0.8365724897241158,304.16355701662746,114.71796594613261,30.836059472268243,0.0,305.0001295063516,145.55402541840084,0,9,1024,1024,316,0,1,1
242,2.42,2,0.0,0.9360577379905597,342.2036130770495,126.11204811873978,33.878582532541174,0.0,343.13967081504006,159.99063065128095,0,10,1024,1024,347,0,1,1
243,2.43,2,0.0,1.1150410816716705,398.25582377157815,152.42422348683928,40.92544580714939,0.0,399.3708648532498,193.34966929398865,0,11,1024,1024,419,0,1,1
244,2.44,2,0.0,1.3012238316539402,445.4430101259906,188.97083699140387,50.715975539013556,0.0,446.74423395764455,239.68681253041743,0,13,1024,1024,519,0,1,1
245,2.45,3,0.0,1.5395402013276616,498.3923489833616,223.56493810998955,59.98012549414073,0.0,499.9318891846893,283.5450636041303,0,16,1024,1024,614,0,1,1
246,2.46,4,0.0,1.825513967378042,551.4630839521631,236.84491120308275,63.52695552081023,0.0,553.2885979195411,300.371866723893,0,19,1024,1024,651,0,1,1
247,2.47,4,0.0,2.052889671558632,592.4850759635585,206.26833593649425,55.31461266064181,0.0,594.5379656351172,261.58294859713607,0,21,1024,1024,566,0,1,1
248,2.48,4,0.0,2.2570168216563258,633.1631773636663,151.66384675549463,40.665472235720515,0.0,635.4201941853225,192.32931899121513,0,23,1024,1024,416,0,1,1
249,2.49,1,0.0,2.5221878889476135,624.7521966536412,0.0,0.0,0.0,627.2743845425889,0.0,0,26,1024,0,0,0,1,0
250,2.5,1,0.0,2.606372596006885,645.8225386264934,0.0,0.0,0.0,648.4289112225002,0.0,0,27,1024,0,0,0,1,0
251,2.5100000000000002,1,0.0,2.6626676492649564,669.4871386232568,0.0,0.0,0.0,672.1498062725217,0.0,0,27,1024,0,0,0,1,0
252,2.52,1,0.0,2.7357678888251846,701.3307648284738,0.0,0.0,0.0,704.066532717299,0.0,0,28,1024,0,0,0,1,0
253,2.5300000000000002,1,0.0,2.6791133935604394,710.2726941912837,0.0,0.0,0.0,712.9518075848441,0.0,0,27,1024,0,0,0,1,0
254,2.54,1,0.0,4.004575073859082,722.6060408041624,0.0,0.0,0.0,726.6106158780215,0.0,0,41,1024,0,0,0,1,0
255,2.5500000000000003,1,0.0,3.6488314059482807,691.2881557009564,0.0,0.0,0.0,694.9369871069047,0.0,0,37,1024,0,0,0,1,0
256,2.56,1,0.0,2.807046574707478,561.3493208859072,0.0,0.0,0.0,564.1563674606147,0.0,0,29,1024,0,0,0,1,0
257,2.57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
258,2.58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
259,2.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
260,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
261,2.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
262,2.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
263,2.63,2,0.0,0.0,0.0,251.66574128600388,68.79197522300173,133.2508682955442,0.0,453.7085848045498,0,0,0,1024,704,1024,0,1
264,2.64,2,0.0,0.0,0.0,221.98796284958848,60.70680557652268,119.74253050220909,0.0,402.4372989283203,0,0,0,1024,622,1024,0,1
265,2.65,2,0.0,0.0,0.0,184.92834328007703,50.56111844593583,98.08658398080411,0.0,333.57604570681696,0,0,0,1024,518,1004,0,1
266,2.66,2,0.0,0.0,0.0,113.00931198817882,31.004463284158426,70.70171833150286,0.0,214.71549360384012,0,0,0,1024,317,724,0,1
267,2.67,2,0.0,0.0,0.0,65.99089635288345,18.201768600344565,51.05367675911738,0.0,135.24634171234538,0,0,0,676,186,523,0,1
268,2.68,1,0.0,0.0,0.0,0.0,0.41423113632685743,42.490024994707085,0.0,42.90425613103394,0,0,0,0,4,435,0,1
269,2.69,1,0.0,0.0,0.0,0.0,0.45201504157235456,46.28343922553416,0.0,46.73545426710651,0,0,0,0,5,474,0,1
270,2.7,1,0.0,0.0,0.0,0.0,0.5166927449806465,52.78079910236875,0.0,53.2974918473494,0,0,0,0,5,540,0,1
271,2.71,1,0.0,0.0,0.0,0.0,0.6966453107298054,70.90288670898371,0.0,71.59953201971352,0,0,0,0,7,726,0,1
272,2.72,1,0.0,0.0,0.0,0.0,0.8737757340939707,88.55427779172966,0.0,89.42805352582363,0,0,0,0,9,907,0,1
273,2.73,2,0.0,0.0,0.0,0.0,4.457935680004652,104.61961615648895,0.0,109.0775518364936,0,0,0,0,46,1024,0,1
274,2.74,2,0.0,0.0,0.0,0.0,3.769682676746501,106.11194965647277,0.0,109.88163233321927,0,0,0,0,39,1024,0,1
275,2.75,2,0.0,0.0,0.0,0.0,3.2987557584337,97.83612632269248,0.0,101.13488208112618,0,0,0,0,34,1002,0,1
276,2.7600000000000002,3,549.4097810545632,114.35308769501073,0.0,0.0,3.306489391474062,86.49500913018412,663.7628687495738,89.80149852165817,1024,1024,0,0,34,886,1,1
277,2.77,4,652.8880820742246,138.86320376961316,0.0,0.0,3.161096173568362,84.57550965996859,791.7512858438378,87.73660583353696,1024,1024,0,0,32,866,1,1
278,2.7800000000000002,4,619.7724688198591,133.57290331154198,0.0,0.0,2.6484918650145564,89.38240379771834,753.3453721314011,92.0308956627329,1024,1024,0,0,27,915,1,1
279,2.79,4,534.3165422452267,115.56735647635999,0.0,0.0,1.6968979194011382,94.52985072909007,649.8838987215868,96.22674864849121,1024,1024,0,0,17,968,1,1
280,2.8000000000000003,4,426.0849365613769,91.81819746472341,0.0,0.0,1.317297443790387,117.73167050957727,517.9031340261002,119.04896795336765,1024,940,0,0,13,1024,1,1
281,2.81,2,345.7036947287875,74.09783124800414,0.0,0.0,0.8080939619139149,132.24305485721368,419.80152597679165,133.0511488191276,1024,759,0,0,8,1024,1,1
282,2.82,2,398.75986167693907,105.19663334218373,0.0,0.0,0.8801425686016459,135.57283987338548,503.9564950191228,136.45298244198713,1024,1024,0,0,9,1024,1,1
283,2.83,2,388.1425013700271,102.17945473180498,0.0,0.0,0.9418739055469388,133.91229306384145,490.3219561018321,134.8541669693884,1024,1024,0,0,10,1024,1,1
284,2.84,3,573.9362361479904,219.7880438095564,167.67221246471374,0.0,1.1212241456364418,142.8125010111203,961.3964924222605,143.93372515675674,1024,1024,1024,0,11,1024,1,1
285,2.85,3,492.18217561669235,182.41592673610145,129.0567840161108,0.0,0.9844461560018716,165.6028951189615,803.6548863689046,166.58734127496336,1024,1024,1024,0,10,1024,1,1
286,2.86,3,406.51431613328566,146.52838072736628,96.70538679733126,0.0,1.4156632715633883,199.12115224422053,649.7480836579832,200.5368155157839,1024,1024,990,0,14,1024,1,1
287,2.87,3,330.19836258354087,117.09184140428526,74.15006402622495,0.0,2.1430712115392807,245.31887198779992,521.4402680140511,247.4619431993392,1024,1024,759,0,22,1024,1,1
288,2.88,6,291.9118481321348,99.30347956967225,82.79131669786423,0.0,3.195342736157192,320.56755591282854,474.00664439967125,323.76289864898575,1024,1017,848,0,33,1024,1,1
289,2.89,7,273.08694619289935,92.97698274629364,99.678864023643,0.0,4.37862641411402,381.48264950698695,465.742792962836,385.86127592110097,1024,952,1021,0,45,1024,1,1
290,2.9,7,243.94263317005812,86.04775319074943,111.05850786499741,0.0,5.3284855345431925,431.1816702682794,441.04889422580493,436.51015580282257,1024,881,1024,0,55,1024,1,1
291,2.91,8,213.8692840033705,77.05112348014477,112.56994617789147,0.0,5.577858328134813,444.4009922198635,403.49035366140674,449.9788505479983,1024,789,1024,0,57,1024,1,1
292,2.92,8,194.65729377636268,69.41154517853316,103.85508117453733,0.0,4.345245434059173,388.02393877665804,367.9239201294332,392.3691842107172,1024,711,1024,0,44,1024,1,1
293,2.93,8,190.70536228348982,67.59947977788207,95.75395783432208,0.0,3.5676922548066714,355.4051359148203,354.058799895694,358.97282816962695,1024,692,981,0,37,1024,1,1
294,2.94,8,178.12269611105407,61.12233718031675,90.43291078715961,0.0,2.7803571007587484,324.67414224947913,329.67794407853046,327.4544993502379,1024,626,926,0,28,1024,1,1
295,2.95,8,132.24910742515127,45.842839651785134,81.38035665031639,0.0,2.385544177125155,338.30210532720434,259.4723037272528,340.6876495043295,1024,469,833,0,24,1024,1,1
296,2.96,7,130.04128752348532,44.00110882971122,81.25592592283704,0.0,2.1454991757841606,367.42469478540374,255.2983222760336,369.5701939611879,1024,451,832,0,22,1024,1,1
297,2.97,7,121.5896121632554,39.99529025072867,79.17049561725855,0.0,1.8898919836562174,390.849981414338,240.75539803124263,392.73987339799424,1024,410,811,0,19,1024,1,1
298,2.98,7,111.69497562415017,36.91693518533672,77.00834824671566,0.0,1.710836654861641,416.98426919517453,225.62025905620254,418.69510585003616,1024,378,789,0,18,1024,1,1
299,2.99,7,109.62606968651772,37.0301888448316,79.26481678613527,0.0,1.6444124953107888,457.3213938656713,225.9210753174846,458.9658063609821,1024,379,812,0,17,1024,1,1
